,Unnamed: 0,Unnamed: 0.1,web-scraper-order,web-scraper-start-url,url,url-href,post_name,story,amount_donated,amount_goal,donatedby_pplcount,likes,shares,location,post_created_on,img,numb_of_likes,numb_of_shares,doners,sentiment,story_length,goal,percentage,success,life_of_post,image_labels
489,489,490,1543888660-33603,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"House Destroyed By Fire
                        House Destroyed By Fire",https://www.gofundme.com/tkgvy-house-destroyed-by-fire,House Destroyed By Fire,"My niece and nephew, Hailey and Kyle Walker and their family narrowly escaped a fire that destroyed their home and cars in Willits, California this morning. Kyle has some minor burns and the family cat perished but other than that, they are safe.  (Update: The cat may have escaped the home! They are looking for it now.)

A neighbor was ""cooking drugs"" and caused an explosion that led to a fire that destroyed several nearby homes.  The teens and their parents were in bed when it occured and escaped only with what they were wearing.  The home is a total loss as well as all of their belongings and vehicles. They have nothing, not even shoes. 

It was a rental home and the landlord has helped with temporary lodging but they need mattresses, furniture, household goods, clothing and shoes. They did not have rental insurance.

Note, just two weeks ago they had to evacuate because of the California wildfires but were spared any damage and now this happened. They need a break.

Please help these hardworking people get back on their feet.  All donations will be used to buy essentials like shoes, pots and pans and beds. 

I am the aunt of the two teens and I live in Illinois...too far to help at the scene but I want to do whatever I can to help our family.",1225,10000,4,4,140,"WILLITS, CA"," October 23, 2017",https://d2g8igdw686xgo.cloudfront.net/24860154_1508778469.1154.jpg,4,140,4,0.7678,1265,10000,0.1225,0,0,"['house', 'shack', 'home', 'tree', 'facade', 'window', 'building', 'shed', 'roof', 'hut']"
490,490,491,1543888313-33443,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"The Jonny Gomes 707 Relief Fund
                        The Jonny Gomes 707 Relief Fund",https://www.gofundme.com/707Relief,The Jonny Gomes 707 Relief Fund,"THE VICTIMS OF THE NORTHERN CALIFORNIA ""707"" WILDFIRES NEED A GRAND SLAM FROM US!

I'm Major League Baseball Champion, Jonny Gomes.  I've played professional baseball around the globe but the 707 area code of Northern California is my home.  My friends are there.  My family is there.  I grew up playing ball in the fields and streets of Santa Rosa,  Petaluma, Sonoma, Napa and beyond.  That's why you see ""707"" proudly displayed on my cleats.  These people are my neighbors!

Now I need you to help me give back to the thousands affected by this horrific catastrophe.  Kids are without homes and schools.  People have nothing but the clothes on their back.  My hometown is a wasteland of ash and rubble. You and I are going to change that!

The residents of these affected communities don't need a home run from us - they need a GRAND SLAM!   Give now and I will work with the people and  organizations in the area to ensure that we are bringing home a win.  When I identify a need I will allocate your donation swiftly, ethically and honestly.  Let's do this!",56326, 1.0M ,489,511,6.0k,"SANTA ROSA, CA"," October 11, 2017",https://d2g8igdw686xgo.cloudfront.net/24583070_1508274226.3908.jpg,511,60000,489,0.9601,1061,1000000,0.056326,0,0,"['demolition', 'vehicle', 'construction', 'building']"
491,491,492,1543889320-33855,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California wildfires
                        California wildfires",https://www.gofundme.com/g5rgp-help-grandma,California wildfires,"With all the devastating wild fires in California, I am trying to raise money to fly out to California and help out with providing food, water, and supplies to people in need. ANY help would be greatly appreciated. God bless!",0,3500,0,,,"MASON, OH"," December 12, 2017",https://d2g8igdw686xgo.cloudfront.net/26161004_1513135657.0778.jpg,0,0,0,0.8565,225,3500,0.0,0,0,"['sky', 'afterglow', 'red sky at morning', 'geological phenomenon', 'wildfire', 'atmosphere', 'sunset', 'dawn', 'horizon', 'evening']"
492,492,493,1543889755-34034,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California wildfire relief
                        California wildfire relief",https://www.gofundme.com/6esamrs,California wildfire relief,"My birthday is coming up on December 5th and this year all that I am asking for is that you take a moment to donate to Red Cross in order to help those affected by the deadly California wild fires.  Hundreds of acres burned to the ground leaving victims homeless and fearful for their futures.  Please do what you can to help the relief effort, any donation is greatly appreciated!",60,450,3,3,35,"SAN DIEGO, CA"," November 18, 2018",https://d2g8igdw686xgo.cloudfront.net/34541450_1542594745438815_r.jpeg,3,35,3,0.8217,381,450,0.133333333,0,0,"['wildfire', 'sky', 'red sky at morning', 'atmosphere', 'geological phenomenon', 'afterglow', 'morning', 'dawn', 'sunrise', 'sunlight']"
493,493,494,1543888202-33394,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California Fires | Help Brewers Of Paradise
                        California Fires | Help Brewers Of Paradise",https://www.gofundme.com/HelpParadiseBrew,California Fires | Help Brewers Of Paradise,"CLICK HERE TO LISTEN TO THE BREWERS OF PARADISE ON THE BRÜLOSOPHY PODCAST 


The wildfires in California have ravaged communities and caused devastation that is near impossible to adequately put to words. In these times of great need when people have lost all of their worldly possessions and perhaps more, it can be difficult to see a means to get back on their feet as the cost of recovery seems to endlessly rise. 

In an effort to help offset some of the expenses they've incurred, we at Brülosophy are asking for your support to help your fellow homebrewers get back in their brew houses by offsetting the costs of rebuilding their brewing systems. Please consider donating what you can. 

As a gesture of solidarity, Brülosophy will be donating 100% of the Amazon Associate commissions generated during the month of November. All you have to do is use THIS LINK to do your Amazon shopping and we'll make sure the kickback goes to the Brewers Of Paradise.",3035,10000,75,84,290,"PARADISE, CA"," November 16, 2018",https://d2g8igdw686xgo.cloudfront.net/34535094_154241673397849_r.jpeg,84,290,75,0.9717,960,10000,0.3035,0,0,"['geological phenomenon', 'disaster', 'rubble', 'tree', 'scrap', 'vehicle', 'demolition']"
494,494,495,1543889028-33738,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Rebuiding the Franey's Dream
                        Rebuiding the Franey's Dream",https://www.gofundme.com/rebuiding-the-franey039s-home,Rebuiding the Franey's Dream,"Ed and Kate spent three years pouring their time, sweat equity, and massive amounts of love into building their home. It was a perfect  embodiment of their hearts - warm, welcoming, and full of love for their family (furry and not)!

We all watch the coverage of the California wildfires alongside Kate & Ed endlessly thankful for their safety, and grieving for all that has been lost. The home they built is gone, and the land is charred. With strength and resilience true to character, however, they will rebuild! 

Now is the time to surround our friends with love and support as they take their first steps in this new reality, and build their futures. 

Want a way to support the Franeys? Let's help them focus on the dreams of what will come by making it easier to replace all of the everyday necessities they need, like clothes, dishes, dog bowls and beds, and everything else!

I know there are countless others who want to acknowledge the kindness, loyalty, and generosity Ed and Kate demonstrate everyday by helping them when they need it most. This is how.

The details:  
I'm Melanie and I've know Kate our whole lives, we grew up together in Ohio.
Funds go directly to Kate and Ed to use at their discretion. 
The Franey's lost their Foose Rd home in the Woolsey wildfire 11/9/18",5796,10000,59,61,236,"COLUMBUS, OH"," November 10, 2018",https://d2g8igdw686xgo.cloudfront.net/34401032_1541880345994338_r.jpeg,61,236,59,0.9954,1292,10000,0.5796,0,0,"['tree', 'recreation', 'fun', 'window', 'leisure']"
495,495,496,1543889639-33984,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California wildfires
                        California wildfires",https://www.gofundme.com/ynt9e-california-wildfires,California wildfires,"Due to the destructive fires happening in California, I wanted to raise money to help those affected.  Anything will help.  Money raised will go to the Red Cross.",100,3000,1,1,24,"SIMI VALLEY, CA"," November 12, 2018",https://d2g8igdw686xgo.cloudfront.net/34449892_1542077038728699_r.jpg,1,24,1,-0.0516,162,3000,0.033333333,0,0,"['fire', 'disaster', 'explosion', 'fireman', 'firefighter']"
496,496,497,1543888653-33600,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Wildfire destroyed  home
                        Wildfire destroyed  home",https://www.gofundme.com/wwjjt-wildfire-destroyed-home,Wildfire destroyed  home,My sister lost her home to a California wildfire unfortunately she has no insurance thank you for your donation,270,12000,6,8,77,"SENECA, SC"," July 27, 2018",https://d2g8igdw686xgo.cloudfront.net/31673778_1532708288208042_r.jpeg,8,77,6,-0.5267,111,12000,0.0225,0,0,"['face', 'human hair color', 'water', 'girl', 'black hair', 'mouth', 'fun', 'long hair', 'vacation', 'neck']"
497,497,498,1543889538-33943,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Homeless after California wildfires
                        Homeless after California wildfires",https://www.gofundme.com/homeless-after-california-fires,Homeless after California wildfires,"I never thought it would happen to me, but it did. My home was burned down to the ground during the California wildfires. My brother is still missing, but I maintain hope that rescuers will find him. It been really hard, I have nowhere to go, but I still maintain hope for a better future.

I'm seeking 20k to shelter myself for the year, and start a new life. I'll help me rent a small apartment, find a job, and start a new life.

With hope I can build a better future for myself, this can't be the end. Any donations will help, even a dollar.


We will rise from the ashes, we will find my missing brother.",0,20000,0,,3,"PARADISE, CA"," November 22, 2018",https://d2g8igdw686xgo.cloudfront.net/34770910_1542931529136184_r.jpeg,0,3,0,0.9670000000000001,609,20000,0.0,0,0,"['tree', 'geological phenomenon', 'forest', 'woodland', 'path', 'soil', 'rock', 'plant', 'trail', 'wood']"
498,498,499,1543888680-33612,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"C21 Everest Fire Relief Fund
                        C21 Everest Fire Relief Fund",https://www.gofundme.com/c21-everest-fire-relief-fund,C21 Everest Fire Relief Fund,"Many members of our CENTURY 21 Everest family have been affected by the California wildfires that have devastated large areas of Los Angeles and Ventura.  Some have lost everything; homes, businesses, all of their personal belongings. This is our chance to come together and support them in their time of need. All donations will go directly to the Everest Community Foundation and the money will be distributed to all affected parties within the C21 Everest community.  

We need your help! Even a small donation will go a long way! Your donation will be used to help find temporary lodging for those who lost their homes as well as provide daily necessities such as diapers, baby food, baby wipes, underwear, feminine products, shower gel, clothing, shoes, dry food, water, face masks, and toilet paper. 


For those who would like to donate items directly to California offices, 
We are collecting donated items at:

Century 21 Everest-Simi Office

3200 Los Angeles Ave #12
Simi Valley 93065

and 

Century 21 Everest-Santa Clarita Office 
23822 Valencia Blvd #101, Valencia, Ca 91355. 


Collected items will be picked up on Friday (11/16).",55,10000,2,2,21,"MIDVALE, UT"," November 12, 2018",https://d2g8igdw686xgo.cloudfront.net/34459932_1542126738440708_r.jpeg,2,21,2,0.7339,1144,10000,0.0055,0,0,"['blue', 'product', 'outerwear', 'interaction', 'jeans', 'girl', 'jacket', 'recreation', 'fun', 'car']"
499,499,500,1543888968-33711,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Phil Bartek Arise From the Ashes
                        Phil Bartek Arise From the Ashes",https://www.gofundme.com/phil-bartek-arise-and-aglow-fund,Phil Bartek Arise From the Ashes,"Here's the story written by my new friend at CNN who reached out to me after the fire. It's a bit long but sums up my story to this point.  When people ask me what do I need, well, I lost everything so I pretty much need everything. The fire may have taken it all but it didn't take my faith, hope or love of my neighbor. Peace to all who have lost it all too.

This Mailbox is All a California Wildfire Left of Their Childhood Home
By Christina Zdanowicz, CNN

Updated 10:13 AM ET, Wed November 14, 2018
 
A mailbox is all that stands of the Bartek home in Paradise, California.
The Bartek family lost more than 30 years of memories as a quickly spreading wildfire burned down their childhood home.
For five days, Phil Bartek and his two adult children wondered if they had been lucky enough to be the last house standing. But on Monday, they found out their home didn't make it and they had photographic proof.
Only the mailbox was left standing at their address in Paradise, California, where their father still lived. The family had called this home since 1985.
""They didn't have time to get anything. My mom's ashes were in the house and they didn't have time to get that,"" Justin Bartek, who lives in Los Angeles, said on Monday.
 

A Lifetime of Memories Gone


 
This is where the Barteks grew up. They fear many of their photos may have been lost in the fire.
When the fire came, Phil Bartek only had enough time to grab his medication, a change of clothes and his cat. Bartek said he only had 15 minutes to vacate his home.
It happened fast, and it was all surreal. He rushed to pick up his granddaughter, Mia, from school. And they managed to save the family's border collie mix, LC.
""The fire moved so quick. There were other people that left after us that were literally driving through fire on both sides of the road,"" the 63-year-old said on Tuesday. ""We were really lucky.""
When Bartek learned his home was gone, he said he was devastated but he was relieved to know. He had been waiting five days to learn what happened.
""I just woke up this morning thinking it's just a bad dream and we're going to go home, but I know that's not going to happen and we're going to have to find a new home,"" Bartek said.

'I Was Hoping I Would be the Last House Standing'

 
Mia Regnier stands in front of the white picket fence at her home.

Aimee Bartek-Regnier, Justin's sister, was also born in Paradise and still lives there. Her father's home is the home she still has a connection to.
""Your childhood home is your home. That's where you feel safe and secure. The place where you can always go back to,"" the 37-year-old said.
Bartek-Regnier, her husband, their 10-year-old daughter Mia and their dog lived a mile from her father. They lived in downtown Paradise.
""I was hoping I would be the last house standing or there would be a pocket of houses standing,"" the baker and grocery store employee said.
She learned the home they had been renting had burned down by seeing the aftermath on social media. Local officials, first responders and others posted images and videos of the homes they saw, along with each location, she said.
""My white picket fence, my trellis, everything you'd identify my house with was gone,"" Bartek-Regnier said. ""We're just waiting on a picture so that we can have our closure that way. I've known since Friday that our house was gone.""
Paradise Mayor Jody Jones said 80% to 90% of homes in residential neighborhoods are gone after the Camp Fire.
""Out of all the people we know in Paradise, we only know one person who still has a house,"" Bartek-Regnier said.

They Want to Stay in Paradise if They Can

Both Bartek-Regnier and her father said they want to stay in Paradise. They know they have no houses to go back to, but this is their home.
""It's hard thinking about starting a new life elsewhere when you don't know anybody. We don't have anything, but we are still in our familiar surroundings,"" Bartek-Regnier said.
Paradise is a beautiful place and a town where everyone knows everyone, she said. She grew up there and so has her daughter, Mia.
""In times of tragedy, people have always come together in Paradise,"" she said.
Her father is not sure what his next move is yet. He knows the chances of rebuilding where his home once was may be difficult.
""We go back and forth from trying to stay in the area or starting a new life in another town or out of state,"" Bartek said. ""It's really a tough call because we've been here for so long.""
Bartek has lived in Paradise since 1979. He and his wife raised their two children there. Bartek worked at supermarket chain Safeway and is now retired.
 
Before and after photos show how wildfire reduced Paradise, California, to ashes
He rebuilt his life after his wife passed away in 2014, he said. He leads a youth ministry group for teens and children at his church. He also helps with the music.
The widower even found love again. Bartek met Susan at their church and they're engaged to be married in February 2019.
Bartek and his fiancée had started moving her furniture into his home and had redecorated the place together. She was set to move in February. Her rental home also burned down in the wildfire, so she's staying with her daughter.
Their wedding rings were lost in the fire, as were many of the centerpieces and other wedding decorations that were at his house.
Their chapel is still standing, but many of the church's buildings were lost. Their caterer's restaurant was also destroyed.
Yet he said the wedding date of February 2 is still set.

""My life's is truly blessed except for the fire and I'm trying to stay optimistic because I have so much to look forward to,"" Bartek said. ""My faith in God is my comfort and resolve to rebuild and rethink the future. Everyone I know feels the same so we're all together in the same boat. It's a damn BIG boat.""",1615,10000,9,9,62,"PARADISE, CA"," November 19, 2018",https://d2g8igdw686xgo.cloudfront.net/34666314_1542614433226836_r.jpeg,9,62,9,0.9972,5854,10000,0.1615,0,0,"['path', 'tree', 'trail', 'woodland', 'forest', 'grass']"
500,500,501,1543889647-33988,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Paradise Lost - California Wildfire Fund
                        Paradise Lost - California Wildfire Fund",https://www.gofundme.com/paradise-lost-california-wildfire-fund,Paradise Lost - California Wildfire Fund,"I was in California to visit my daughter and attend the 75th birthday tribute to Joni Mitchell. When my daughter dropped me off, I turned on the television to see the massacre at Borderline in Thousand Oaks. My daughter mentioned to me that she had been thinking of going there the week before as she is a fan of country music.




 




Then soon there  after the wildfires started and I would watch intermittently. My heart sank as I watched people lose their possessions -  furniture, dishes handed down, photos, heirlooms, entire homes, but I was thankful that we weren’t seeing human and animal casualties.   But then came the news of a town in northern California named Paradise that was, basically, wiped away , ravaged by these powerful fire bowls.




 




I have spent an in ordinate amount of time trying to reason with Trump supporters, to no avail.

I  feel I should be doing something to help you here, even if in some small way.
You  see, I was staying in Valley Village with a beautiful pool and noticed that a  film started to appear and you could see a “film,“ if you will, in the air. I am a big believer that global warming plays a significant part in these events,  although I am not a scientist nor do I quite understand this subject more fully




 




This is my way of helping since I live in New York and my daughter lives in Los Angeles.




 




To everybody affected by these  terrible wildfires,  and in honor and memory of those “lost in paradise,“ I ask you to contribute whatever you can .   This is a bipartisan effort, a humanitarian  effort.   I don’t care if you are a Republican, Democrat, Independent.  I don’t care if you are  Jewish, Christian, Muslim, Hindu or subscribe to any other religious or spiritual ideal, or if you are an atheist.   I care that you are human giving to other humans and animals to help just a little bit. 
Please give. No donation is too small and no donation is too big. 
THANK YOU!!!
Lori Klausner",25,1800,1,3,3,"BRONX, NY"," November 17, 2018",,3,3,1,0.9958,1969,1800,0.013888889,0,0,
501,501,502,1543889080-33758,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Kathleen S.  Medical Fund
                        Kathleen S.  Medical Fund",https://www.gofundme.com/x4v6v8f4-kathleens-medical-fund,Kathleen S.  Medical Fund,"Hi, I'm Lesley, the one on the left in the picture below. I am reaching out on behalf of my sister, Kathleen. She's the one on the right of course. Kathleen is a single, independent, hard-working, compassionate, caring, lover of animals and nature. She also was diagnosed with ovarian cancer just after Christmas 2016.


I created this fund in the hope of helping ease some of the financial burdens Kathleen is facing and to protect against any unforeseen financial setbacks throughout her treatment until, God willing, she fully recovers.

Kathleens condition and ongoing treatment does not allow her to work, and her medical bills from the various doctors, hospital stays, and chemotherapy are mounting. Kathleen's out of pocket co-pay is $6,500 with each chemo treament cost of $120. per visit.  She is blessed to have our parents relatively close by, but they are in their mid-80s with few resources. I share her journey below in the hope you will support her during these difficult times. We greatly appreciate any donation amount. Please continue to stand with us and pray for a speedy recovery.

Kathleen's Story.

Back in August 2016, Kathleen wasn't feeling well. She was suffering from an acute cough and, at the time, she contributed her illness to the smoke from the nearby California wildfires. Her doctors diagnosed her with bronchitis and asthma and prescribed prednisone and antibiotics. But her health did not improve; her cough continued.

On November 11th, she told the doctors at the Family Practice Clinic where she works how bad she was feeling and informed them she needed to take some time off work. By that time, Kathleen had developed a fever and leg muscle pain. The fever continued for an entire month. She finally was able to get the pulmonary issues under control, but the fever persisted; and now she was suffering from extreme fatigue. At that point, she had to stay at our parents’ home.

 Kathleen's doctors could not determine precisely what was wrong with her. They ordered chest x-rays, CT scans of the sinus, and referred her to an infectious disease doctor resulting in multiple blood draws. In December, four months after her initial symptoms, the doctors finally ordered a CT scan of her chest, abdomen and torso. That is when the doctors found what appeared to be a mass on one of her ovaries. They confirmed the mass by pelvic ultrasound.

Kathleen underwent surgery on December 27, 2016. The surgery initially was intended to simply remove the mass, but the initial biopsy indicated ovarian cancer…Stage 3. The doctors called this a secondary finding. The surgeon ended up performing a full hysterectomy and Kathleen stayed in the hospital for five days to recover from the surgery.

Kathleen feels much better now, and has bounced back from the surgery, but the fight isn't over. In some ways, it has just begun. On February 10, 2017, she persevered through the first of what will be four months of weekly chemo treatments to combat the cancer cells and to insure she is completely healed from the disease. The hope, of course, is to have no future recurrence. 

This is where you all come, whether you are a family member, a friend, a co-worker, or a compassionate stranger with a heart of gold. Your generous donation will relieve the stresses of the mounting medical expenses and enable Kathleen to focus on healing. Thank you for considering -no donation is too small.",8875,12000,78,67,456,,,https://d2g8igdw686xgo.cloudfront.net/17840876_1487549367.0787.jpg,67,456,78,-0.1861,3417,12000,0.739583333,0,0,"['hair', 'face', 'facial expression', 'smile', 'human hair color', 'nose', 'emotion', 'eye', 'girl', 'fun']"
